text,rating,sentiment,clean_text
"Gambar di iklan hitam , ga dikasih keterangan warna  dikirimnya putih .. ga ada usb receiver nya penjualnya ga kasih solusi .. mau di komplain nnt kasian duitnya ga masuk.. ikhlasin aja lah ..",1,Negatif,gambar iklan hitam dikasih keterangan warna dikirimnya putih usb receiver nya penjualnya kasih solusi komplain nnt kasian duitnya masuk ikhlasin
Barang rusak dikirim,2,Negatif,rusak dikirim
"Tidak berfungsi, saya coba diberbagai komputer tidak bisa koneksi dengan flashdis, kecewa",1,Negatif,berfungsi coba diberbagai komputer koneksi flashdis kecewa
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,2,Negatif,khusus dikirim kualitas barangnya jelek tombol lepas dipasang
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",1,Negatif,ukurannya klo size dilebihin size belinya size belinya
"Saya pakai untuk jarak kira2 12 meter, ditambah keatas dan kebawah sekitar 7 meter, tapi kabelnya pas banget panjangnya. Padahal sengaja pilih yg 30 meter karena takut kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER.",2,Negatif,pakai jarak meter ditambah keatas kebawah meter kabelnya pas banget panjangnya sengaja pilih meter takut pilih menter ketat kesimpulannya kabel jujur meter
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",1,Negatif,barangnya sih slow banget responnya coba deh tingkatkan depannya
Sesuai dengan pesanan tapi packing kurang rapi,2,Negatif,sesuai pesanan kemasan rapi
Harusnya deskripsi warna dihapus jika pengiriman sesuai stock,1,Negatif,deskripsi warna dihapus sesuai stock
"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",2,Negatif,menerima dikirim kondisinya mati klaim responnya banget alamat offline retur biaya terkesan ditutup sorry for this comment
timbangan tidak sesuai... beda sampai  8 kg pas yimbng ulang,1,Negatif,timbangan sesuai beda kg pas yimbng ulang
Tombol atas nya ga berfungsi,1,Negatif,tombol nya berfungsi
"Dengan tidak mengurangi rasa hormat terhadap penjual. Tapi kelima IC ini palsu. Tidak bisa berfungsi mengantikan IC yg asli. Sekali mohon maaf saya tahu ini bukan salah penjual, pemalsuan semikonduktor sering terjadi belakangan ini yg berasal dari pabrikan.",1,Negatif,mengurangi hormat penjual ic palsu berfungsi mengantikan ic asli mohon maaf salah penjual pemalsuan semikonduktor berasal pabrikan
"Converter usb to vga tidak terpakai, saya masih tetap barus bayar. Semoga berkah ya.. Thanks!",1,Negatif,converter usb to vga terpakai barus bayar semoga berkah ya terima kasih
"Respon lama, seller tdk komunikatif😧",1,Negatif,respon komunikatif
mungkin karena harga juga.. jadi susah dipake..hehe staplesnya gak nancep sampe oenuh..,2,Negatif,harga susah dipake hehe staplesnya nancep sampe oenuh
Dah ditulis tp ndk bisa dihapus😭😭😭😭,2,Negatif,dah ditulis ndk dihapus
Barang cepat sampe cuma nga berfungsi atau nga bisa pake gan . Bukan ori juga,1,Negatif,cepat sampe nga berfungsi nga pakai gan asli
"Sekelas official store jual barang bm mesin jelek kacau, semoga berkah aja. Jangan percaya harga diskon nipu. Merugikan",1,Negatif,sekelas official store jual bm mesin jelek kacau semoga berkah percaya harga diskon nipu merugikan
"Barang kosong malah tidak konfirmasi sebelum mengirim

:(
Malah yg kirim uang pembayaran di kembalikan ..
Ahhh.",2,Negatif,kosong konfirmasi mengirim uang pembayaran kembalikan ahh
Produk tidak berfungsi,1,Negatif,berfungsi
"Di Catatan  penjual  berat 6 kg dgn harapan net lumayan  bagus  nyatanya  cuma 4kg berarti bahannya tipis  jaring tipis,  dijual  850 rb,  pen jual lain kwalitas sama di tokopedia 550 rb.",2,Negatif,catatan penjual berat kg harapan net lumayan bagus kg bahannya tipis jaring tipis dijual rb pen jual kwalitas rb
"Tidak sesuai foto barangnya,kecewa..............",1,Negatif,sesuai foto barangnya kecewa
"Headset tidak bisa conek satu,beli 2 yg satu ngga kepake",1,Negatif,headset conek ngga kepake
"Pengiriman lambat bilang bisa hari itu juga, ternyata harus nunggu 2 hari",2,Negatif,lambat bilang nunggu
paket sudah sanpai. tapi hancur..,2,Negatif,sanpai hancur
Kecewa ga sesuai gambar .. ga ada stripnya .. ukuran udah pas.,1,Negatif,kecewa sesuai gambar stripnya ukuran pas
Barangnya kosooooong...,1,Negatif,barangnya kosoong
"Kaya jam anak anak ternyata pas dr dekat, build nya jelek. Masak casio 700rbuan kaya begini, oh iya sama bukan garansi casio indonesia, harusnya diketerangan dikasih tau kalau bukan barang resmi indo",2,Negatif,kaya jam anak anak pas dr build nya jelek masak casio rbuan kaya oh iya garansi casio indonesia diketerangan dikasih tau resmi indo
"cepet rusak analognya, jadi skrg pake yg normal lagi...kurang bagus",2,Negatif,cepat rusak analognya skrg pakai normal bagus
Mantapppp.............................,2,Negatif,mantapp
"tidak puas, saya dirugikan, kualitas barang saya terima sangat buruk",1,Negatif,puas dirugikan kualitas terima buruk
"speaker tidak jelas, jadi belum bisa dipakai",2,Negatif,speaker dipakai
Hp mati saat penggunaan pertama...dan gak mau nyala lagi,2,Negatif,hp mati penggunaan nyala
parah....biar allah yg bales........,1,Negatif,parah biar allah bales
barang ternyata jelek penyok gx memuaskan...,1,Negatif,jelek penyok gx memuaskan
Tolong tingkatkan respons cepat. Minta kirim gojek same day malah sampe nya besok.,1,Negatif,tolong tingkatkan respons cepat gojek same day sampe nya besok
kecil banget kecewa banget,1,Negatif,banget kecewa banget
"Barang tidak berfungsi baik , face id jadi tidak jalan ,  face id menyatu dengan flexible connector speaker",1,Negatif,berfungsi face id jalan face id menyatu flexible connector speaker
Kemasan jelek brg dicoba lsg copit benang2nya,1,Negatif,kemasan jelek dicoba lsg copit benang nya
Di pake 1 kali doang langsung Bangkar.  Ga bisa di cas sia sia dah beli nya juga,2,Negatif,pakai kali doang langsung bangkar cas sia sia dah nya
"Maaf Gan, bintangnya cuma 2...
Ketika dipasang di laptop saya, gambar yang dihasilkan dari usb ke hdmi, resolusinya malah turun....",2,Negatif,maaf gan bintangnya dipasang laptop gambar dihasilkan usb hdmi resolusinya turun
"Photo transistor tidak sesuai dengan produk yg dikirim. Yang dikirim transistor palsu, tulisan di transistor hanya sablonan. Begitu transistor di pasang langsung jebol",1,Negatif,photo transistor sesuai dikirim dikirim transistor palsu tulisan transistor sablonan transistor pasang langsung jebol
"Headset bluetoothny Koneck k Handphone,tpi gx ada bunyinya.Tlg ksih Pencerahannya Gan WA 085367043379",2,Negatif,headset bluetoothny koneck handphone tpi gx bunyinya tlg ksih pencerahannya gan wa
Tombol atas nya ga berfungsi,1,Negatif,tombol nya berfungsi
"Barang Sesuai dg Psn an, tp knapa kg da Dus nya hanya_cuma plastik.",2,Negatif,sesuai dg psn an knapa kg da dus nya plastik
"barangnya bagus, tapi respon agak lama...",1,Negatif,barangnya bagus respon
oke makasih barang saya udah sampai,1,Negatif,terima kasih
"Saya memesan dua deker kaki seperti yang dilihat difoto.. yang Merk Remora pas bisa dipakai sedangkan yang satunya tidak bisa dinaikkan karen terlalu kecil karena ternyata ukuran M relatif. Memang saya punya yang remora dan maka ukuran Remora saya gunakan sebagai acuan, Penjual seharusnya memberitahu bahwa  ukuran M untuk kedua barang tidak sama dan perlu mberitahukan kepada pembeli bahwa pembelian decker tidak bisa ditukarkan....sehingga sewaktu akan membeli ada pertimbangan tersebut..... Jadi bukan sepenuhnya kesalahan kami dan penjual punya kewajiban moral untuk menjaga hubungan dengan customers..",1,Negatif,memesan deker kaki difoto merk remora pas dipakai satunya dinaikkan karen ukuran relatif remora ukuran remora acuan penjual memberitahu ukuran mberitahukan pembeli pembelian decker ditukarkan membeli pertimbangan sepenuhnya kesalahan penjual kewajiban moral menjaga hubungan customers
Battery nya ke detect not support. Ada saran?,1,Negatif,battery nya detect not support saran
barang yg dikirim tidak sesuai pesanan,1,Negatif,dikirim sesuai pesanan
Barang kasar banget dan tidak sesuqi dengan foto,1,Negatif,kasar banget sesuqi foto
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,2,Negatif,batre sony vaio mbulet pelayanan aftersale buruk pakai tragedi salah dikirim
"Barang rusak tidak bisa nyala, minta retur barang malah ongkir returnya ditanggung pembeli. Kalo mau jualan jangan mau cari untung aja tapi perhatiin juga konsumen",1,Negatif,rusak nyala retur ongkos kirim returnya ditanggung pembeli jualan cari untung perhatiin konsumen
"Tahun catridgenya uda expayer 03.2017 dan diantarnya sangat lama , kasi penjelasan gan tahun nya biar tau.",2,Negatif,catridgenya expayer diantarnya kasi penjelasan gan nya biar tau
"Orderan pertama 1pcs rongsok, nyesel banget irder ditoko ini. Harusnya nunggu orderan oertama dateng dulu baru order lagi. Dan bener aja orderan kedua juga dapet barang rongsok. Klo masalah pengiriman lama masih bisa di toleransi lah. Ini barang tongsok di jual. Tolong dong diperbaiki kualias jualannya. Percuma dong beli klo ngak bisa dipake. 
Uangnya emang ngak seberapa tapi tolong dong kepercayaan pembeli dijaga!!!!!
Agar berfaedah buat yg beli berkah juga buat yg jual.
Terus packingan juga jgn cuma bubble wrap, percuma domg ada biaya asuransi klo packingan ngak dijaga.",2,Negatif,orderan pcs rongsok nyesel banget irder ditoko nunggu orderan oertama dateng orderan dapet rongsok klo toleransi tongsok jual tolong diperbaiki kualias jualannya klo ngak dipake uangnya emang ngak tolong kepercayaan pembeli dijaga berfaedah berkah jual packingan jgn bubble wrap domg biaya asuransi klo packingan ngak dijaga
Dah ditulis tp ndk bisa dihapus😭😭😭😭,2,Negatif,dah ditulis ndk dihapus
"barang yg dikirim tsk sesuai wrn, kl memang dr awal wrn tdk ready pasti saya gak akan order...
2 unit part kurang sampai skrg blm nyampe juga katanya sdh dikirim, di hubungi lewat wa respon tdk baik tdk dibalas pesan yg terakhir... hp tertera saya tell katanya bukan yg layanin lewat toped, saya minta no hp lain di sms lama sampai 2x telp &amp; telp yg kedua gak sopan sekali saya blm selesai ngomong sdh dimatiin telpnya, parahhh...",1,Negatif,dikirim tsk sesuai wrn kl dr wrn ready unit part skrg blm nyampe dikirim hubungi wa respon dibalas hp tertera tell layanin toped no hp sms telp amp telp sopan blm selesai ngomong dimatiin telpnya parahh
merk berbeda dengan deskripsi dan foto,2,Negatif,merk berbeda deskripsi foto
"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",1,Negatif,dipenyeki boss micnya bunyi kali kecewa tau tunggu dtg dolo
"Apa hanya saya saja ya yang merasa kalau hape ini terasa sangat ringkih,padahal setahu saya hape nokia iti build qualitynya sangat bagus,,,,,agak kecewa sih,tp semoga barangnya awet",2,Negatif,ya hape ringkih setahu hape nokia iti build qualitynya bagus kecewa sih semoga barangnya awet
"Packing rapi ,tapi barang ķotor ga sesuai merk dideskripsi,berdebu,ada yang bocel atau lecet analaognya
.
Tapi berfungsi dgn baik",2,Negatif,kemasan rapi otor sesuai merk dideskripsi berdebu bocel lecet analaognya berfungsi
"Kecewa baru dipakey isiya kluar sampai 2 3 buah
Dipapan nggak nempel",1,Negatif,kecewa dipakey isiya kluar buah dipapan nggak nempel
paket dibungkus dng rapih..dan bgs..smoga unit nya sebagus dng packaging nya.,2,Negatif,dibungkus dng rapih bgs smoga unit nya sebagus dng packaging nya
Ud komplain ad yg rusak br bilang kebijakan toko kalau ongkir barang lama n barang pengganti d tanggung pembeli..,2,Negatif,ud komplain ad rusak br bilang kebijakan ongkos kirim pengganti tanggung pembeli
Masa saya nunggu seminggu baru barang nya datang,1,Negatif,nunggu seminggu nya
Penjual respon lambat kalau ditanya tentang cara pakai.,1,Negatif,penjual respon lambat pakai
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi
Mau di komplen harus retur dan ongkir bolak balik 18rb
Mending beli baru deh di lain toko
Padahal sudah dikasih catatan agar dicek sebelumnya
- untuk masalah pengiriman saya pakai gojek instan, proses sebentar saja langsung dikirim
-Tolong QC lebih diperhatikan lagi
-Mereknya juga bukan M-Tech seperti di gambar, tapi nisuta, haduh parah deh",2,Negatif,mal fungsi berfungsi komplen retur ongkos kirim bolak rb mending deh dikasih catatan dicek pakai gojek instan proses sebentar langsung dikirim tolong qc diperhatikan mereknya tech gambar nisuta haduh parah deh
Mas ini yg huruf W S X gk bisa mas,2,Negatif,mas huruf gk mas
"Barang nya jelek bgt , saya mau kasih ke Org pun malu , mungkin ini foto lebih bagus dari produk asli nya
Saya tdk akan beli lagi",1,Negatif,nya jelek banget kasih org malu foto bagus asli nya
"Kualitas barang sangat buruk, not recomended",1,Negatif,kualitas buruk not rekomendasi
Headset nya ga nyala😭😭😭,1,Negatif,headset nya nyala
pesanan nyampenya lama,2,Negatif,pesanan nyampenya
Barangnya sampai tidak sesuai pesanan,1,Negatif,barangnya sesuai pesanan
Barang yang di jual ga sesuai bener2 penipuan....,1,Negatif,jual sesuai penipuan
"menunggu lumayan melelahkan,............
..",2,Negatif,menunggu lumayan melelahkan
Dikembalikan uang tanpa info barang kosong :(,2,Negatif,dikembalikan uang info kosong
ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff,1,Negatif,ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff
"Masuk tp tidak mengisi.. alias tampilannya aja yg mengisi, batrei ttp ga nambah..",1,Negatif,masuk mengisi alias tampilannya mengisi batrei ttp nambah
"barang sudah sampe,thanks. lumayan bagus",2,Negatif,sampe terima kasih lumayan bagus
harga gak pernah bohong..baru pakai 1 hari..mati gak bisa dipakai,2,Negatif,harga bohong pakai mati dipakai
"Pak. Ini tinta nya palsu pak. Diblg di comp saya ""counterfeit product"". Hasil tinta mengecewakan. Tlg dicek lg produk nya pak.",2,Negatif,tinta nya palsu diblg comp counterfeit product hasil tinta mengecewakan tlg dicek lg nya
hp mati tidak bisa digunakan,1,Negatif,hp mati
Batere nya cpt habis..😭,2,Negatif,batere nya cepat habis
Tidak bisa di pakai gan barangnya,1,Negatif,pakai gan barangnya
"Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi
Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..",1,Negatif,kemasan rapi chat penjual cepat lambat sesuai pesanan minggu pakai same day go send nyampenya kamis malam jne konfirmasi test harap kualitas melebihi kualitas tokonya
"Produk rusak, tdk bisa digunakan. Sudah komplain ke penjual trus disuruh tukar. Setelah Batre dikirim ke penjual, penjual tdk merespon lagi. Kecewa.",1,Negatif,rusak komplain penjual trus disuruh tukar batre dikirim penjual penjual merespon kecewa
"barang sampe, sablon miring",2,Negatif,sampe sablon miring
"produk, tidak sesuai dengan gambar.",2,Negatif,sesuai gambar
Mas ini yg huruf W S X gk bisa mas,2,Negatif,mas huruf gk mas
Harusnya deskripsi warna dihapus jika pengiriman sesuai stock,1,Negatif,deskripsi warna dihapus sesuai stock
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget ngedrop jauh",1,Negatif,sebulan pakai baterainya rusak terbaca macbook banget ngedrop
"Hp tidak bisa mengeluarkan suara dering, baterai drop.. jelekkk skali.. charger meledak",1,Negatif,hp mengeluarkan suara dering baterai drop jelekk skali charger meledak
Tidak sesuai di gambar ya..tp harga segitu..ya sudah lah ya.  ....,2,Negatif,sesuai gambar ya harga segitu ya ya
"kualitas kurang bagus..belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma 75% saja dari original max nya,,di chat minta garansi tidak pernah di balas...maaf saya review begini karena anda pun tidak pernah respon lagi",1,Negatif,kualitas bagus sebulan batre nya drop hingg kapasitas tersisa charge asli max nya chat garansi balas maaf review respon
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,2,Negatif,ngecas lumayan
"suara ngga jernih ,,aga ngerebek",2,Negatif,suara ngga jernih aga ngerebek
Bahan ny bagus gx mudah melar,1,Negatif,bahan ny bagus gx mudah melar
"Left left, so far suara enakeun tp telinga bukan kiri dua duanya 😂😂",2,Negatif,left left so far suara enakeun telinga kiri duanya
Terlalu kecil.. Rantai terlalu pendek,1,Negatif,rantai pendek
"Dengan tidak mengurangi rasa hormat terhadap penjual. Tapi kelima IC ini palsu. Tidak bisa berfungsi mengantikan IC yg asli. Sekali mohon maaf saya tahu ini bukan salah penjual, pemalsuan semikonduktor sering terjadi belakangan ini yg berasal dari pabrikan.",1,Negatif,mengurangi hormat penjual ic palsu berfungsi mengantikan ic asli mohon maaf salah penjual pemalsuan semikonduktor berasal pabrikan
"GAN, KALAU PACKING YG BENER AJA DONG. MASA KERTAS NYA ROBEK! KECEWA",1,Negatif,gan kemasan kertas nya robek kecewa
